Id,Brand,Movement,Case material,Bracelet material,Condition,Scope of delivery,Gender,Price,Availability,Watches Sold by the Seller
8449,Dewitt,Automatic,Rose gold,Leather,New,"Original box, original papers",Men's watch/Unisex,55000.0,Item is in stock,191.0
8450,Sicura,Manual winding,,Rubber,Used (Very good),"No original box, no original papers",Men's watch/Unisex,488.0,Item is in stock,16.0
8451,Baume & Mercier,Automatic,Steel,Leather,New,"Original box, no original papers",,2199.0,Item is in stock,1103.0
8452,Dior,Automatic,Steel,Steel,Like new & unworn,"Original box, original papers",,5043.0,Item is in stock,1408.0
8453,IWC,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,9997.0,Item is in stock,41.0
8454,Audemars Piguet,Automatic,Steel,Crocodile skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,21200.0,Item is in stock,544.0
8455,De Grisogono,Automatic,Steel,Leather,Like new & unworn,"Original box, original papers",Women's watch,,Item is in stock,546.0
8456,NOMOS,Manual winding,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1388.0,Item is in stock,134.0
8457,H.Moser & Cie.,,Steel,Leather,,"Original box, original papers",,11235.0,Item is in stock,62.0
8458,Swiss Military,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Women's watch,270.0,Item is in stock,14642.0
8459,Chanel,Automatic,Ceramic,Ceramic,Like new & unworn,"Original box, original papers",Women's watch,11032.0,Item is in stock,
8460,Traser,Quartz,Steel,Rubber,Like new & unworn,"Original box, original papers",,666.0,Item needs to be procured,8544.0
8461,Audemars Piguet,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,37500.0,Item is in stock,306.0
8462,Meistersinger,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",,1295.0,Item is in stock,616.0
8463,Fendi,Quartz,Steel,Calf skin,,"Original box, original papers",,375.0,Item is in stock,1178.0
8464,Concord,Quartz,Steel,Steel,New,"Original box, original papers",Women's watch,1400.0,Item available on request,712.0
8465,Corum,Manual winding,Titanium,Crocodile skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,189700.0,Item is in stock,239.0
8466,Nivada,Quartz,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,801.0,Item is in stock,
8467,Bulova,Quartz,Titanium,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1150.0,Item is in stock,
8468,Cartier,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,5800.0,Item is in stock,146.0
8469,B.R.M,Automatic,,Textile,Used (Good),"No original box, no original papers",Men's watch/Unisex,2711.0,Item is in stock,
8470,Hamilton,Quartz,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,745.0,Item is in stock,1425.0
8471,Ebel,Automatic,Steel,Steel,Like new & unworn,"Original box, original papers",Women's watch,1699.0,Item needs to be procured,522.0
8472,Bremont,Automatic,Steel,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,12000.0,Item is in stock,306.0
8473,NOMOS,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,1850.0,Item is in stock,
8474,Omega,Manual winding,Ceramic,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,9350.0,Item needs to be procured,14.0
8475,Sevenfriday,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1025.0,Item is in stock,935.0
8476,Alpina,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,1218.0,Item is in stock,2482.0
8477,Swiss Military,Quartz,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,313.0,Item is in stock,4593.0
8478,Richard Mille,Automatic,Carbon,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1900000.0,Item is in stock,55.0
8479,Tutima,Manual winding,Steel,Alligator skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,7396.0,Item is in stock,615.0
8480,BWC-Swiss,Manual winding,Steel,Leather,Used (Good),"No original box, no original papers",,275.0,Item is in stock,2047.0
8481,Sea-Gull,Manual winding,Steel,Alligator skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,1952.0,Item is in stock,
8482,Michel Herbelin,Quartz,,Steel,New,"Original box, original papers",Women's watch,521.0,Item is in stock,733.0
8483,Bovet,Automatic,,Leather,Used (Very good),"Original box, no original papers",Women's watch,27548.0,Item needs to be procured,118.0
8484,JeanRichard,Automatic,Titanium,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,3796.0,Item is in stock,
8485,Venezianico,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,830.0,Item is in stock,1230.0
8486,Louis Moinet,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,8100.0,Item is in stock,191.0
8487,Burberry,,Steel,,New,"Original box, original papers",Men's watch/Unisex,272.0,Item is in stock,276.0
8488,Rotary,Quartz,Steel,Steel,Like new & unworn,"No original box, no original papers",Men's watch/Unisex,280.0,Item is in stock,2030.0
8489,Cuervo y Sobrinos,Quartz,Steel,Leather,Like new & unworn,"Original box, original papers",Women's watch,2169.0,Item is in stock,1020.0
8490,Maserati,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,141.0,Item is in stock,
8491,Luminox,Quartz,Carbon,Textile,New,"Original box, original papers",Men's watch/Unisex,645.0,Item is in stock,1425.0
8492,Bruno Söhnle,Quartz,Steel,Steel,New,"Original box, original papers",Women's watch,656.0,Item available on request,7780.0
8493,Minerva,Manual winding,,,Used (Good),"No original box, no original papers",Men's watch/Unisex,168.0,Item is in stock,
8494,Dubey & Schaldenbrand,Automatic,Rose gold,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,5369.0,Item is in stock,
8495,Longines,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,2550.0,Item is in stock,1177.0
8496,Sector,Quartz,Steel,Calf skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,270.0,Item is in stock,14642.0
8497,NOMOS,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,3026.0,Item is in stock,3118.0
8498,Ralph Lauren,Automatic,Steel,Leather,Used (Good),"Original papers, no original box",Men's watch/Unisex,1267.0,Item is in stock,17875.0
8499,Vulcain,Manual winding,Yellow gold,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,3579.0,Item is in stock,59.0
8500,Frederique Constant,Automatic,,,Used (Very good),"Original box, original papers",Men's watch/Unisex,18000.0,Item is in stock,957.0
8501,Longines,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1625.0,Item is in stock,1177.0
8502,Luminox,Quartz,,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,257.0,Item is in stock,14642.0
8503,Behrens,,,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,5890.0,Item is in stock,
8504,Jaquet-Droz,,White gold,,New,"Original box, original papers",Men's watch/Unisex,21900.0,Item is in stock,327.0
8505,Schaumburg,Automatic,Steel,Leather,New,"Original box, original papers",,2149.0,Item available on request,566.0
8506,Yema,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,2494.0,Item is in stock,
8507,Chopard,Quartz,Steel,Steel,Used (Very good),"No original box, no original papers",Women's watch,4600.0,Item is in stock,383.0
8508,Chanel,Automatic,Ceramic,Ceramic,New,"No original box, no original papers",Women's watch,9500.0,Item is in stock,212.0
8509,Michel Herbelin,Quartz,,Leather,New,"Original box, original papers",Women's watch,286.0,Item is in stock,733.0
8510,Gaga Milano,Quartz,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,211.0,Item is in stock,17875.0
8511,Heuer,Manual winding,Steel,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,4880.0,Item is in stock,407.0
8512,Longines,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,3250.0,Item is in stock,1506.0
8513,Revue Thommen,Automatic,Steel,Rubber,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,526.0,Item is in stock,1369.0
8514,Swatch,Quartz,Plastic,Textile,Like new & unworn,"Original box, original papers",Men's watch/Unisex,404.0,Item is in stock,
8515,Bremont,Automatic,,,Used (Good),"Original box, original papers",Men's watch/Unisex,2617.0,Item is in stock,
8516,Timex,Manual winding,Aluminum,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,342.0,Item is in stock,
8517,Zodiac,Automatic,Steel,Steel,Used (Good),"No original box, no original papers",Men's watch/Unisex,350.0,Item is in stock,760.0
8518,Breguet,Automatic,White gold,,Used (Very good),"Original box, original papers",Men's watch/Unisex,29950.0,Item is in stock,1391.0
8519,Raymond Weil,Automatic,Steel,Steel,New,"Original box, original papers",Women's watch,1580.0,Item is in stock,580.0
8520,Favre-Leuba,Quartz,Steel,Leather,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,1634.0,Item is in stock,
8521,Armani,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,856.0,Item is in stock,5467.0
8522,Revue Thommen,Automatic,Steel,,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,557.0,Item is in stock,1369.0
8523,Chopard,Quartz,White gold,Leather,Used (Good),"Original box, no original papers",,4900.0,Item is in stock,225.0
8524,Carl F. Bucherer,Automatic,Steel,Calf skin,New,"Original box, original papers",Men's watch/Unisex,7800.0,Item is in stock,141.0
8525,Enicar,Manual winding,Gold/Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,597.0,Item is in stock,
8526,Wyler Vetta,Automatic,Yellow gold,Crocodile skin,Used (Good),"Original box, no original papers",Men's watch/Unisex,1399.0,Item is in stock,
8527,Chaumet,Quartz,Steel,Steel,Used (Very good),"No original box, no original papers",,825.0,Item is in stock,32.0
8528,Glycine,Automatic,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,649.0,Item is in stock,
8529,Michele,Quartz,Steel,Steel,New,"Original box, no original papers",,2695.0,Item is in stock,977.0
8530,Titus,Manual winding,Rose gold,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,1301.0,Item is in stock,
8531,Mondaine,Quartz,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,736.0,Item is in stock,1608.0
8532,Swiss Military,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,238.0,Item is in stock,14642.0
8533,Boucheron,Quartz,Steel,Leather,Used (Fair),"No original box, no original papers",Women's watch,1621.0,Item is in stock,109.0
8534,Wyler Vetta,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1486.0,Item needs to be procured,1741.0
8535,H.Moser & Cie.,Manual winding,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,70200.0,Item is in stock,17.0
8536,DuBois et fils,Automatic,Steel,Leather,Like new & unworn,"Original box, no original papers",,2820.0,Item is in stock,
8537,Bruno Söhnle,Quartz,Steel,Steel,New,"Original papers, no original box",Men's watch/Unisex,595.0,Item available on request,50.0
8538,Eberhard & Co.,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",,1795.0,Item is in stock,616.0
8539,Sinn,Automatic,Titanium,Steel,Used (Good),"No original box, no original papers",Men's watch/Unisex,3568.0,Item is in stock,297.0
8540,Traser,Quartz,Steel,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,324.0,Item is in stock,14642.0
8541,Ebel,Quartz,Steel,,Used (Good),"No original box, no original papers",,736.0,Item is in stock,2047.0
8542,Longines,Automatic,,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,585.0,Item is in stock,1425.0
8543,Charriol,Quartz,Steel,Steel,New,"No original box, no original papers",Women's watch,315.0,Item is in stock,1425.0
8544,Waltham,Manual winding,Yellow gold,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,758.0,Item is in stock,1433.0
8545,Hanhart,Manual winding,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,2809.0,Item needs to be procured,1076.0
8546,Revue Thommen,Automatic,Steel,Steel,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,765.0,Item is in stock,1369.0
8547,Venezianico,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,868.0,Item is in stock,819.0
8548,Dubey & Schaldenbrand,Automatic,,Crocodile skin,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,11900.0,Item is in stock,
8549,Corum,Quartz,Steel,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1999.0,Item is in stock,2206.0
8550,Revue Thommen,Automatic,Gold/Steel,Gold/Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,976.0,Item is in stock,
8551,ZRC,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,,Item available on request,798.0
8552,Poljot,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,183.0,Item is in stock,2054.0
8553,Hublot,Automatic,Titanium,Crocodile skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,15450.0,Item is in stock,80.0
8554,Panerai,,,,New,"Original box, original papers",,56500.0,Item is in stock,667.0
8555,Terra Cielo Mare,Manual winding,Rose gold,,New,"No original box, no original papers",Men's watch/Unisex,8172.0,Item is in stock,1038.0
8556,Vacheron Constantin,Automatic,Yellow gold,Yellow gold,Like new & unworn,"Original box, original papers",Men's watch/Unisex,78500.0,Item is in stock,243.0
8557,Tudor,Automatic,Steel,Leather,Used (Good),"Original box, original papers",Men's watch/Unisex,3295.0,Item is in stock,10.0
8558,F.P.Journe,Manual winding,Platinum,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,,Item needs to be procured,74.0
8559,Swatch,Quartz,Ceramic,Textile,Like new & unworn,"Original box, original papers",Men's watch/Unisex,,,
8560,Davosa,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1021.0,Item is in stock,726.0
8561,Heuer,Manual winding,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,911.0,Item is in stock,54.0
8562,Invicta,Manual winding,Plastic,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,380.0,Item is in stock,
8563,Concord,Quartz,Steel,Steel,Used (Good),"Original papers, no original box",Men's watch/Unisex,639.0,Item is in stock,17875.0
8564,Union Glashütte,Manual winding,Steel,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,6591.0,Item is in stock,
8565,Breitling,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,5800.0,Item is in stock,284.0
8566,Zodiac,Automatic,Steel,Steel,Used (Good),"Original box, no original papers",Men's watch/Unisex,3920.0,Item is in stock,109.0
8567,TAG Heuer,Automatic,Steel,Steel,Used (Fair),"No original box, no original papers",Men's watch/Unisex,1300.0,Item is in stock,457.0
8568,Ingersoll,Automatic,Yellow gold,Lizard skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,369.0,Item is in stock,
8569,Zenith,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,13000.0,Item is in stock,18.0
8570,Rotary,Quartz,Steel,Calf skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,162.0,Item is in stock,14642.0
